Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
"Harris E, Stewart M",Intrinsic connectivity of the rat subiculum: I. Dendritic morphology and patterns of axonal arborization by pyramidal neurons,J Comp. Neurol,2001,11406828,5001,Harris-Stewart-2001-490-JCompNeurol-Fig3A.jpeg,figure,510056,,,,,,,310
"Harris E, Stewart M ","Propagation of synchronous epilepti-

form events from subiculum backward into area CA1 of rat
brain slices.",Brain Res,2001,11259758,5005,Harris-Stewart-2001-41-BrainRes-Fig2A.jpeg,figure,510076,1,,,,,,309
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig7.jpeg,figure,510110,,,,,,,391
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig2.jpeg,figure,510115,,,,,,,390
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig13.jpeg,figure,510120,,,,,,,387
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig14.jpeg,figure,510122,1,,,,,,388
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig15.jpeg,figure,510124,,,,,,,389
"Kumar SS, Buckmaster PS.","Hyperexcitability,
interneurons, and loss of GABAergic synapses in entorhinal
cortex in a model of temporal lobe epilepsy",The Journal of Neuroscience,2006,16641241,6040,Kumar-Buckmaster-2006-4613-JNeurosci-Fig4ATypeI.jpeg,figure,510188,1,,,,,,371
"Tahvildari B, Alonso A",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons,The Journal of Comparative Neurology,2005,16127693,6095,Tahvildari-Alonso-2005-123-JCompNeurol-Fig14A.jpeg,figure,510250,,,,,,,602
"Harris E, Stewart M",Intrinsic connectivity of the rat subiculum: I. Dendritic morphology and patterns of axonal arborization by pyramidal neurons,J Comp. Neurol,2001,11406828,5001,Harris-Stewart-2001-490-JCompNeurol-Fig7A-B.jpeg,figure,610062,1,,,,,,311
"Empson RM, Gloveli T, Schmitz D, Heinemann U.","Electrophysiology  and  morphology  of  a  new  type  of  cell
within layer II of the rat lateral entorhinal cortex in vitro",Neurosci Lett.,1995,7478170,6005,Empson-Heinemann-1995-149-NeuroSciLetters-Fig1.jpeg,figure,611006,,,,,,,154
"Acs_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4020,Acsady-Freund-1996-317-Neurosci-Fig1A-B.jpeg,figure,611012,,,,,,,14
"Acs_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4021,Acsady-Freund-1996-317-Neurosci-Fig2.jpeg,figure,611013,1,,,,,,15
"Acs_dy L., Gorcs T.J., Freund T.F.",Different populations of vasoactive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,4020,Acsady-Freund-1996-317-Neurosci-Fig9A.jpeg,figure,611015,,,,,,,16
Amaral DG,A Golgi study of cell types in the hilar region of the hippocampus in the rat,J Comp Neurol,1978,730852,1002,Amaral-1978-851-JCompNeur-Fig21.jpeg,figure,611018,,,,,,,21
Amaral DG,A Golgi study of cell types in the hilar region of the hippocampus in the rat,J Comp Neurol,1978,730852,1002,Amaral-1978-851-JCompNeur-Fig22.jpeg,figure,611019,,,,,,,22
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2000,Bernard-Wheal-1994-497-Hippocampus-AppA2.jpeg,table,611034,,,,,,,63
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,2000,Bernard-Wheal-1994-497-Hippocampus-AppA3.jpeg,table,611035,,,,,,,65
"Bernard C, Wheal HV",Model of local connectivity patterns in CA3 and CA1 areas of the hippocampus,Hippocampus,1994,7889123,4036,Bernard-Wheal-1994-497-Hippocampus-AppA6.jpeg,table,611036,,,,,,,67
"Blasco-Ib__ez, J.M., Martinez-Guijjaro, F.J. and Freund, T.F.",Recurrent mossy fibers preferentially innervate parvalbumin-immunoreactive  interneurons  in  the  granule  cell layer of the rat dentate gyrus.,"Neuroreport, 11: 3219Ç__3225.",2000,11043552,1000,Blasco-Ibanez-Freund-2000-3219-NeuroReport-Fig1.jpeg,figure,611044,,,,,,,72
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig2A-B.jpeg,figure,611054,,,,,,,74
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig4A-B-DG_0103_mossy.jpeg,figure,611055,,,,1,,,75
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig6.jpeg,figure,611056,,,,,,,77
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig7A-B-C-DG_0103_mossy.jpeg,figure,611057,1,,,1,, ,78
"Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,1002,Buckmaster-Schwartzkroin-1992-349-Hippocampus-Fig8A-B-DG_0103_mossy.jpeg,figure,611058,,,,1,,,79
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig1A.jpeg,figure,611077,,,,,,,80
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig1B.jpeg,figure,750110,,,,,,,81
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig2A-B-C.jpeg,figure,611078,,,,,,,82
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig3.jpeg,figure,611081,,,,,,,83
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Tab3.jpeg,table,611082,,,,,,,86
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Tab4.jpeg,table,611089,,,,,,,87
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig7A.jpeg,figure,611090,,,,,,,84
"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,Journal of Comparative Neurology,1996,8698887,1002,Buckmaster-Schwartzkroin-1996-270-JCompNeuro-Fig7B.jpeg,figure,750112,,,,,,,85
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig1A.jpeg,figure,611096,,,,,,,140
"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ",J Comp Neurol,1990,2289972,1000,Claiborne-Cowan-1990-206-JCompNeurol-Fig5A.jpeg,figure,611098,,,,,,,141
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig3.jpeg,figure,611102,,,,,,,134
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig4.jpeg,figure,611103,,,,,,,135
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig5.jpeg,figure,611107,,,,,,,136
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig6.jpeg,figure,611108,,,,,,,137
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig7.jpeg,figure,611109,,,,,,,138
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig9.jpeg,figure,611112,,,,,,,139
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig12.jpeg,figure,611115,,,,,,,130
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig13.jpeg,figure,611116,,,,,,,131
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig14.jpeg,figure,611117,,,,,,,132
"Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,1000,Claiborne-Cowan-1986-435-JCompNeurol-Fig16-DG_2201p_GC.jpeg,figure,611118,,,,,,,133
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4033,Cossart-BenAri-1998-470-NatureNeuroSci-Tab1.jpeg,table,611119,,,,,,,146
"Cossart R, Esclapez M, Hirsch JC, Bernard C, Yehezkel B-A",GluR5 kainate receptor activation in interneurons increases tonic inhibition of pyramidal cells,Nature Neuroscience,1998,10196544,4015,Cossart-BenAri-1998-470-NatureNeuroSci-Fig6D.jpeg,figure,611120,,,,,,,145
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig1.jpeg,figure,611125,,,,,,,148
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab2.jpeg,table,611127,,,,,,,151
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig4.jpeg,figure,611129,,,,,,,149
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Fig6.jpeg,figure,611132,,,,,,,150
"Desmond NL, Levy WB",A quantitative anatomical   study of the granule  cell dendritic  fields  of  the   rat  denrate  gyrus  using  a  novel  probabilistic method.,J Comp Neurol,1982,7187915,1000,Desmond-Levy-1982-131-JCompNeurol-Tab3.jpeg,table,611133,,,,,,,152
"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4081,Fuentealba-Klausberger-2008-917-Neuron-Fig2A-CA1_(-)0333_bistratified-ivy.jpeg,figure,611139,1,,,,,,221
"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4081,Fuentealba-Klausberger-2008-917-Neuron-Fig6A-CA1_(-)0333_bistratified-ivy.jpeg,figure,611142,,,,,,,222
"Fuentealba P, Tomioka R, Dalezios Y, Marton LF, Studer M, Rockland K, Klausberger T, Somogyi P",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,J Neuroscience,2008,18829959,4041,Fuentealba-Somogyi-2008-10017-JNeurosci-Fig2C.jpeg,figure,611154,1,,,,,,223
"Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,6049,Germroth-Buhl-1989-187-BrainRes-Fig1D-E.jpeg,figure,611155,,,,,,,229
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig1c.jpeg,figure,611161,1,,,,,,231
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig3E.jpeg,figure,611162,,,,,,,232
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6049,Germroth-Buhl-1989-683-Neurosci-Fig4D.jpeg,figure,611164,,,,,,,233
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6005,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoS2_S3.jpeg,figure,611170,,,,,,,238
"Gloveli T, Dugladze T, Rotstein HG, Traub RD, Monyer H, Heinemann U, Whittington MA, Kopell NJ.","Orthogonal arrangement of rhythm-generating

microcircuits in the hippocampus",Proc Natl Acad Sci U S A.,2005,16141320,2009,Gloveli-Kopell-2005-131-Fig4C.jpeg,figure,611172,,,,,,,253
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,4028,Gulyas-Freund-1991-371-JCompNeuro-Fig1B.jpeg,figure,611174,,,,,,,254
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab1.jpeg,table,611175,,,,,,,255
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab2.jpeg,table,611176,,,,,,,256
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4028,Gulyas-Freund-1996-525-Hippocampus-Fig1-CA1_(-)0300_SCA-SR-CB.jpeg,figure,611182,,,,,,,265
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig2-CA3_-03000_R_CB.jpeg,figure,611183,,,,,,,269
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig3-CA3_-00003_calbindin.jpeg,figure,611185,,,,,,,272
"Guly_s AI, H_jos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4056,Gulyas-Freund-1996-3397-JNeurosci-Fig2A-CA1_(-)2300_IS-1.jpeg,figure,611191,,,,,#3,,263
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2028,Gulyas-Freund-1993-1729-EuroJNeuro-Fig2.jpeg,figure,611193,1,,,,,,260
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2043,Gulyas-Freund-1993-1729-EuroJNeuro-Fig4.jpeg,figure,611196,1,,,,,,261
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig8B.jpeg,figure,611197,,,,,,,262
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig10A.jpeg,figure,611198,,,,,,,257
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig17-CA3_02332_DG_0001_MFA.jpeg,figure,611200,,,,,,,259
"Guly_s AI, T‹th K, McBain CJ, Freund TF",Stratum radiatum giant cells: a type of principal cell in the rat hippocampus,European Journal of Neuroscience,1998,9875359,4054,Gulyas-Freund-1998-3813-EJNeurosci-Fig2.jpeg,figure,611201,1,,,,,,274
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6021,Hamam-Alonso-2002-45-JCompNeuro-Fig1A-EC_(+)220033_PC_V_sm.jpeg,figure,611211,,,,,,,291
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6021,Hamam-Amaral-2000-457-JCompNeurol-Fig1A.jpeg,figure,611216,1,,,,,,295
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JCompNeurol-Fig10.jpeg,figure,611220,,,,,,,294
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JournofCompNeurology-Fig9A.jpeg,figure,611221,,,,,,,300
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1013,Han-Somogyi-1993-395-EuroJNeuro-Fig4.jpeg,figure,611230,1,,,,,,304
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1008,Han-Somogyi-1993-395-EuroJNeuro-Fig5.jpeg,figure,611231,1,,,,,,305
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1008,Han-Somogyi-1993-395-EuroJNeuro-Fig7A.jpeg,figure,611232,,,,,,,306
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1035,Han-Somogyi-1993-395-EuroJNeuro-Fig9A-B.jpeg,figure,611234,,,,,,,307
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10.jpeg,figure,611235,,,,,,,303
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig1.jpeg,figure,611241,1,,,,,,316
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig3-A-B-C-D.jpeg,figure,611242,,,,,,,317
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2000,Ishizuka-Amaral-1990-580-JCompNeurol-Fig8-B.jpeg,figure,611245,,,,,,,319
"Ishizuka, N, Weber, J, Amaral, DG",Organization of intrahippocampal projections originating from CA3 pyramidal cells in the rat,The Journal of Comparative Neurology,1990,2358523,2004,Ishizuka-Amaral-1990-580-JCompNeurol-Fig9-A.jpeg,figure,611246,,,,,,,320
Jones RS,Synaptic and intrinsic properties of neurons of origin of the perforant path in layer II of the rat entorhinal cortex in vitro,Hippocampus,1994,7842056,6003,Jones--1994-335-Hippocampus-Fig5-A-B.jpeg,figure,611253,,,,,,,326
"Jones RS, Bªhl EH.","Basket-like interneurones in
layer II of the entorhinal cortex exhibit a powerful NMDA-
mediated synaptic excitation",Neurosci Lett.,1993,8469376,6053,Jones-Buhl-1993-35-NeurosciLett-Fig1.jpeg,figure,611255,,,,,,,327
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Fig2.jpeg,figure,611257,,no 3D reconstructions,,,,,344
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4004,Klausberger-Somogyi-2005-9782-JNeurosci-Fig3B.jpeg,figure,611258,1,no 3D reconstructions,,,,,345
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4015,Klausberger-Somogyi-2005-9782-JNeurosci-Tab2.jpeg,table,611259,,,,,,,346
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6008,Klink-Alonso-1997-571-Hippocampus-Fig7A.jpeg,figure,611269,1,,,,,,369
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6082,Klink-Alonso-1997-571-Hippocampus-Fig9A.jpeg,figure,611270,,,,,,,370
"Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal cortex,Hippocampus,1997,9347353,6008,Klink-Alonso-1997-571-Hippocampus-Fig10-EC_(+)_233111_PC_MFC_II.jpeg,figure,611271,,,,,,,364
Lacaille JC and Williams S,Membrane properties of interneurons in stratum oreins-alveus of the CA1 region of rat hippocampus in vitro.,Neuroscience,1990,2215928,4055,Lacaille-Williams-1990-349-Neurosci-Fig1B.jpeg,figure,611279,,,,,,,379
