source_id,target_id,subregion,parcel,NC_mean,NC_std
1043,1006,DG,SMi,1.499062743,1.267743895
1043,1009,DG,H,1.178339073,0.174830587
1043,1009,DG,SMi,1.185943913,5.604243011
1043,1010,DG,H,1.477721885,0
1043,1010,DG,SMi,2.277356258,0
1043,1013,DG,H,2.518181835,0.837233831
1043,1026,DG,H,2.135865008,0.230324901
1043,1026,DG,SMi,0.821360319,0.528815407
1043,1027,DG,H,1.921523984,1.138696339
1043,1027,DG,SMi,1.68354516,3.547781989
1043,1035,DG,H,1.298547664,0.417004123
1043,1035,DG,SMi,4.50548488,3.651587882
1043,1036,DG,H,2.50777299,0
1043,1036,DG,SMi,5.887491444,0
1043,1040,DG,SMi,1.375564423,0
1043,1041,DG,H,1.439988283,0
1043,1041,DG,SMi,1.663808758,0
1043,1043,DG,H,2.380708305,0
1043,1043,DG,SMi,1.054633011,0
2001,2000,CA3,SL,2.499980626,7.395294092
2001,2004,CA3,SL,4.659176763,13.09234031
2001,2005,CA3,SL,2.215313453,6.590509324
2001,2013,CA3,SL,2.570230291,5.371288554
2001,2014,CA3,SL,2.23151185,6.080324547
2001,2019,CA3,SL,6.413074486,13.61064673
2001,2028,CA3,SL,4.211384494,9.303168519
2001,2035,CA3,SL,2.667626129,7.139395898
2001,2036,CA3,SL,2.738360931,7.794341614
2001,2043,CA3,SL,3.929013569,9.822885654
2001,2044,CA3,SL,1.856983807,5.410066933
2001,2045,CA3,SL,4.167021898,8.132108785
2001,2046,CA3,SL,2.228173256,6.595615497
2001,2049,CA3,SL,2.119216325,6.156119296
2004,2000,CA3,SO,8.112031488,0
2004,2000,CA3,SR,4.088369152,0
2004,2001,CA3,SR,1.996811765,0.05746328
2004,2004,CA3,SO,5.90297447,0
2004,2004,CA3,SR,5.657416455,0
2004,2005,CA3,SR,1.713721062,0
2004,2008,CA3,SR,4.199857525,0
2004,2009,CA3,SO,5.921356256,0
2004,2013,CA3,SR,2.802028298,4.554507466
2004,2014,CA3,SR,2.682103114,2.723849674
2004,2020,CA3,SO,3.758101125,5.748466393
2004,2021,CA3,SO,7.700585553,10.07617626
2004,2022,CA3,SO,3.596138881,0
2004,2023,CA3,SR,4.387490451,7.843921413
2004,2028,CA3,SO,4.147919365,0
2004,2028,CA3,SR,2.921374636,0
2004,2035,CA3,SO,3.341435307,0
2004,2035,CA3,SR,3.914671842,0
2004,2036,CA3,SR,4.876097551,1.784817887
2004,2043,CA3,SO,3.457043868,0
2004,2043,CA3,SR,2.528926087,0
2004,2044,CA3,SO,1.008029605,0
2004,2044,CA3,SR,4.930933964,0
2004,2045,CA3,SO,3.468708091,0
2004,2045,CA3,SR,3.910619201,0
2004,2046,CA3,SO,1.546196215,0.144282574
2004,2046,CA3,SR,3.059099492,0.199287942
2004,2047,CA3,SO,4.690429682,9.117052861
2004,2049,CA3,SO,1.411438576,0
2004,2049,CA3,SR,1.461236096,0
2005,2000,CA3,SLM,14.18239844,0
2005,2000,CA3,SR,5.772223897,0
2005,2001,CA3,SLM,10.13791881,3.939493818
2005,2001,CA3,SR,2.004493533,0.057868648
2005,2004,CA3,SR,8.379024764,0
2005,2005,CA3,SLM,3.561353662,0
2005,2005,CA3,SR,1.548804168,0
2005,2008,CA3,SR,5.483918559,0
2005,2013,CA3,SR,3.523984869,5.952417654
2005,2014,CA3,SR,3.373166804,3.568702797
2005,2023,CA3,SR,5.697132614,10.44301692
2005,2028,CA3,SLM,7.376042741,0
2005,2028,CA3,SR,4.022078777,0
2005,2035,CA3,SR,5.904794296,0
2005,2036,CA3,SR,6.616295113,2.607036888
2005,2043,CA3,SLM,8.474967534,0
2005,2043,CA3,SR,3.37715254,0
2005,2044,CA3,SLM,5.052071392,0
2005,2044,CA3,SR,7.009684363,0
2005,2045,CA3,SR,5.941853823,0
2005,2046,CA3,SR,4.815197982,0.346748149
2005,2049,CA3,SR,2.387265381,0
2008,2000,CA3,SLM,11.14163112,0
2008,2001,CA3,SLM,8.083648758,2.971836302
2008,2005,CA3,SLM,3.541870526,0
2008,2028,CA3,SLM,6.170363709,0
2008,2043,CA3,SLM,7.097535469,0
2008,2044,CA3,SLM,4.363009365,0
2009,2000,CA3,SLM,8.998316713,0
2009,2000,CA3,SO,6.528254039,0
2009,2000,CA3,SR,3.127533928,0
2009,2001,CA3,SLM,6.586298514,2.509768164
2009,2001,CA3,SR,1.243520851,0.035634022
2009,2004,CA3,SO,5.043417698,0
2009,2004,CA3,SR,4.703291526,0
2009,2005,CA3,SLM,2.511145961,0
2009,2005,CA3,SR,1.055615631,0
2009,2008,CA3,SR,3.709323222,0
2009,2009,CA3,SO,5.540823536,0
2009,2013,CA3,SR,2.527120652,3.804088015
2009,2014,CA3,SR,2.406271038,2.256642936
2009,2020,CA3,SO,3.644270949,5.3275165
2009,2021,CA3,SO,6.935300749,8.063755076
2009,2022,CA3,SO,3.360188249,0
2009,2023,CA3,SR,3.926682853,6.6768493
2009,2028,CA3,SLM,4.708824983,0
2009,2028,CA3,SO,3.513232128,0
2009,2028,CA3,SR,2.250857619,0
2009,2035,CA3,SO,2.86304571,0
2009,2035,CA3,SR,3.263678329,0
2009,2036,CA3,SR,4.089940747,1.300213658
2009,2043,CA3,SLM,5.436162121,0
2009,2043,CA3,SO,2.828226545,0
2009,2043,CA3,SR,2.013682024,0
2009,2044,CA3,SLM,3.212954586,0
2009,2044,CA3,SO,0.733776523,0
2009,2044,CA3,SR,3.784046627,0
2009,2045,CA3,SO,2.988730798,0
2009,2045,CA3,SR,3.218856012,0
2009,2046,CA3,SO,1.327409602,0.123788824
2009,2046,CA3,SR,2.446064444,0.132676464
2009,2047,CA3,SO,4.280464025,7.389773533
2009,2049,CA3,SO,1.333840908,0
2009,2049,CA3,SR,1.271558426,0
