# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/php/property_page_connectivity.php?id1_neuron=4055&val1_property=CA1_SP&color1=violet&id2_neuron=4000&val2_property=CA1_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4055&val1_property=CA1_SP&color1=violet&id2_neuron=4099&val2_property=CA1_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4069&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4069&val1_property=&color1=&id2_neuron=4015&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4069&val1_property=CA1_SLM&color1=red&id2_neuron=4005&val2_property=CA1_SLM&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4078&val1_property=&color1=&id2_neuron=4080&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4078&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SP&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4078&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4079&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4078&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4080&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4079&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SP&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4079&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4078&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4079&val1_property=CA1_SP&color1=violetSoma&id2_neuron=4079&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=&color1=&id2_neuron=4078&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=&color1=&id2_neuron=4079&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4038&val2_property=CA1_SO&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violet&id2_neuron=4078&val2_property=CA1_SR&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violet&id2_neuron=4079&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4078&val2_property=CA1_SR&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4081&val1_property=&color1=&id2_neuron=4000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4081&val1_property=&color1=&id2_neuron=4069&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4081&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4083&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4038&val2_property=CA1_SO&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4084&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4066&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4089&val1_property=CA1_SLM&color1=red&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4091&val1_property=CA1_SO&color1=red&id2_neuron=4022&val2_property=CA1_SO&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4094&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4094&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4098&val1_property=CA1_SO&color1=violet&id2_neuron=4022&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4098&val1_property=CA1_SO&color1=violet&id2_neuron=4069&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4098&val1_property=CA1_SO&color1=violet&id2_neuron=4080&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4098&val1_property=CA1_SO&color1=violet&id2_neuron=4099&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4099&val1_property=CA1_SO&color1=violet&id2_neuron=4076&val2_property=CA1_SO&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_IV&color1=red&id2_neuron=6006&val2_property=EC_IV&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_IV&color1=red&id2_neuron=6007&val2_property=EC_IV&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_IV&color1=red&id2_neuron=6025&val2_property=EC_IV&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_IV&color1=red&id2_neuron=6031&val2_property=EC_IV&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_IV&color1=red&id2_neuron=6086&val2_property=EC_IV&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=EC_V&color1=red&id2_neuron=6021&val2_property=EC_V&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=SUB_SM&color1=violet&id2_neuron=5001&val2_property=SUB_SM&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5001&val1_property=SUB_SM&color1=violet&id2_neuron=5002&val2_property=SUB_SM&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SLM&color1=red&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SLM&color1=red&id2_neuron=4055&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SP&color1=red&id2_neuron=3007&val2_property=CA1_SP&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SR&color1=red&id2_neuron=4028&val2_property=CA1_SR&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=CA1_SR&color1=red&id2_neuron=4084&val2_property=CA1_SR&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=5005&val1_property=SUB_SM&color1=violet&id2_neuron=5001&val2_property=SUB_SM&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6002&val1_property=DG_SMo&color1=red&id2_neuron=1035&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6002&val1_property=EC_I&color1=violet&id2_neuron=6002&val2_property=EC_I&color2=violet&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=&color1=&id2_neuron=3000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=&color1=&id2_neuron=6003&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=CA3_SLM&color1=red&id2_neuron=2044&val2_property=CA3_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=DG_SMo&color1=red&id2_neuron=1010&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=DG_SMo&color1=red&id2_neuron=1041&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=EC_II&color1=violetSoma&id2_neuron=6096&val2_property=EC_II&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6005&val1_property=DG_SMo&color1=red&id2_neuron=1036&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6005&val1_property=EC_I&color1=violetSoma&id2_neuron=6094&val2_property=EC_I&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6007&val1_property=EC_II&color1=violet&id2_neuron=6094&val2_property=EC_II&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6007&val1_property=EC_V&color1=red&id2_neuron=6052&val2_property=EC_V&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=CA1_SLM&color1=red&id2_neuron=4036&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=EC_IV&color1=red&id2_neuron=6085&val2_property=EC_IV&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6017&val1_property=SUB_SM&color1=red&id2_neuron=5001&val2_property=SUB_SM&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6025&val1_property=EC_V&color1=violet&id2_neuron=6052&val2_property=EC_V&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6040&val1_property=EC_II&color1=violet&id2_neuron=6002&val2_property=EC_II&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6053&val1_property=EC_II&color1=violetSoma&id2_neuron=6005&val2_property=EC_II&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6082&val1_property=&color1=&id2_neuron=6021&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6085&val1_property=DG_SMo&color1=red&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6085&val1_property=DG_SMo&color1=red&id2_neuron=1007&val2_property=DG_SMo&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6085&val1_property=DG_SMo&color1=red&id2_neuron=4011&val2_property=DG_SMo&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=CA1_SLM&color1=red&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=CA1_SLM&color1=red&id2_neuron=4005&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6092&val1_property=CA1_SLM&color1=red&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6094&val1_property=&color1=&id2_neuron=6094&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=6094&val1_property=EC_II&color1=violetSoma&id2_neuron=6018&val2_property=EC_II&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?name_show_only=all&start=0&stop=10&name_show_only_var=1,0,1,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=,,,Known&start=0&stop=10&neuron_show_only=1",0,7,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=,Dendrites,,&start=0&stop=10&neuron_show_only=1",0,5,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,,,&start=0&stop=10&neuron_show_only=1",0,2,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,,,Known&start=0&stop=10&neuron_show_only=1",0,1,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,Dendrites,,Known&start=0&stop=10&neuron_show_only=1",0,4,0.00%
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,Dendrites,Somata,Known&start=0&stop=10&neuron_show_only=1",0,3,0.00%
/php/property_page_counts.php?id_neuron=1001&val_property=counts,0,4,0.00%
/php/property_page_counts.php?id_neuron=1004&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=1005&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=1007&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=1041&val_property=counts,0,3,0.00%
/php/property_page_counts.php?id_neuron=2042&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=2043&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=4078&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=6002&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=6021&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=6025&val_property=counts,0,1,0.00%
/php/property_page_counts.php?id_neuron=6048&val_property=counts,0,1,0.00%
/php/property_page_counts.php?name_show_only=all&start=0&stop=10&name_show_only_var=1,0,2,0.00%
/php/property_page_ephys.php?id_ephys=147&id_neuron=1035&ep=Vrest&page=1,0,1,0.00%
/php/property_page_ephys.php?id_ephys=148&id_neuron=1035&ep=Rin&page=1,0,1,0.00%
/php/property_page_ephys.php?id_ephys=152&id_neuron=1035&ep=AP_ampl&page=1,0,1,0.00%
/php/property_page_ephys.php?id_ephys=153&id_neuron=1035&ep=AP_width&page=1,0,1,0.00%
/php/property_page_ephys.php?id_ephys=155&id_neuron=1035&ep=slow_AHP&page=1,0,1,0.00%
/php/property_page_ephys.php?id_ephys=156&id_neuron=1035&ep=sag_ratio&page=1,0,1,0.00%
/php/property_page_fp.php?id_neuron=1000&amp;parameter=ASP.&amp;count=1&amp;page=1,0,2,0.00%
/php/property_page_fp.php?id_neuron=1001&parameter=TSTUT.NASP&count=1&page=1,0,5,0.00%
/php/property_page_fp.php?id_neuron=1002&parameter=D.ASP.&count=1&page=1,0,4,0.00%
/php/property_page_fp.php?id_neuron=1002&parameter=D.NASP&count=1&page=1,0,6,0.00%
/php/property_page_fp.php?id_neuron=1004&parameter=ASP.&count=3&page=1,0,2,0.00%
/php/property_page_fp.php?id_neuron=1004&parameter=RASP.NASP&count=2&page=1,0,1,0.00%
/php/property_page_fp.php?id_neuron=1005&parameter=RASP.ASP.&count=1&page=1,0,2,0.00%
/php/property_page_fp.php?id_neuron=1007&parameter=D.NASP&count=1&page=1,0,2,0.00%
/php/property_page_fp.php?id_neuron=1008&parameter=D.NASP&count=1&page=1,0,1,0.00%
/php/property_page_fp.php?id_neuron=1009&parameter=NASP&count=3&page=1,0,6,0.00%
/php/property_page_fp.php?id_neuron=1013&parameter=NASP&count=1&page=1,0,1,0.00%
