# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/php/property_page_connectivity.php?id1_neuron=1035&val1_property=DG_SG&color1=violetSoma&id2_neuron=1036&val2_property=DG_SG&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1035&val1_property=DG_SMo&color1=red&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1036&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=1040&val1_property=DG_SMi&color1=violetSoma&id2_neuron=1027&val2_property=DG_SMi&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1041&val1_property=&color1=&id2_neuron=2004&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1041&val1_property=CA3_SL&color1=red&id2_neuron=2000&val2_property=CA3_SL&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1041&val1_property=DG_SMi&color1=violetSoma&id2_neuron=1002&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1043&val1_property=DG_H&color1=violetSoma&id2_neuron=1013&val2_property=DG_H&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1043&val1_property=DG_SMi&color1=violet&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1043&val1_property=DG_SMi&color1=violet&id2_neuron=1009&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=1078&val1_property=&color1=&id2_neuron=1027&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=2000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=2017&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=4000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=4015&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=4054&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=4098&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=&color1=&id2_neuron=4099&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SO&color1=red&id2_neuron=4069&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,4,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA1_SR&color1=red&id2_neuron=4005&val2_property=CA1_SR&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA2_SR&color1=red&id2_neuron=3006&val2_property=CA2_SR&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SO&color1=violet&id2_neuron=2021&val2_property=CA3_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SO&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SO&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SO&color1=violetSoma&id2_neuron=2121&val2_property=CA3_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SR&color1=violet&id2_neuron=2042&val2_property=CA3_SR&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SR&color1=violet&id2_neuron=2043&val2_property=CA3_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,4,0.00%
/php/property_page_connectivity.php?id1_neuron=2001&val1_property=CA3_SL&color1=redSoma&id2_neuron=2045&val2_property=CA3_SL&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2003&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2003&val1_property=CA3_SP&color1=red&id2_neuron=2046&val2_property=CA3_SP&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2003&val1_property=CA3_SR&color1=violetSoma&id2_neuron=2115&val2_property=CA3_SR&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA1_SR&color1=red&id2_neuron=4005&val2_property=CA1_SR&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA1_SR&color1=red&id2_neuron=4028&val2_property=CA1_SR&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA1_SR&color1=red&id2_neuron=4055&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA3_SR&color1=violet&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=CA3_SR&color1=violet&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_H&color1=red&id2_neuron=1002&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,7,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1000&val2_property=DG_SMi&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1004&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1009&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1027&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2004&val1_property=DG_SMi&color1=red&id2_neuron=1043&val2_property=DG_SMi&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2009&val1_property=&color1=&id2_neuron=3000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2009&val1_property=&color1=&id2_neuron=6006&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2009&val1_property=CA3_SO&color1=violetSoma&id2_neuron=2020&val2_property=CA3_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2019&val1_property=CA3_SR&color1=red&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2019&val1_property=DG_SMo&color1=red&id2_neuron=1036&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2020&val1_property=&color1=&id2_neuron=4023&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2021&val1_property=CA3_SR&color1=red&id2_neuron=2014&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2028&val1_property=&color1=&id2_neuron=3007&val2_property=&color2=&connection_type=&known_conn_flag=-1&axonic_basket_flag=1&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2028&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=1&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2036&val1_property=CA3_SR&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2036&val1_property=CA3_SR&color1=violetSoma&id2_neuron=2003&val2_property=CA3_SR&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2036&val1_property=DG_H&color1=red&id2_neuron=1004&val2_property=DG_H&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2042&val1_property=CA3_SR&color1=violetSoma&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=2042&val1_property=DG_H&color1=violet&id2_neuron=1009&val2_property=DG_H&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=&color1=&id2_neuron=2000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SO&color1=red&id2_neuron=2000&val2_property=CA3_SO&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,4,0.00%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2044&val2_property=CA3_SP&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2044&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2044&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2004&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2044&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2044&val2_property=CA3_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2045&val1_property=CA3_SR&color1=violet&id2_neuron=2000&val2_property=CA3_SR&color2=violet&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2045&val1_property=CA3_SR&color1=violet&id2_neuron=2043&val2_property=CA3_SR&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=2046&val1_property=CA3_SR&color1=violet&id2_neuron=2001&val2_property=CA3_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=2049&val1_property=CA3_SLM&color1=red&id2_neuron=2028&val2_property=CA3_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA1_SR&color1=red&id2_neuron=4093&val2_property=CA1_SR&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA2_SR&color1=violet&id2_neuron=3006&val2_property=CA2_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA2_SR&color1=violet&id2_neuron=3008&val2_property=CA2_SR&color2=violet&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA3_SR&color1=red&id2_neuron=2003&val2_property=CA3_SR&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=DG_H&color1=red&id2_neuron=1006&val2_property=DG_H&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=DG_SMo&color1=violet&id2_neuron=3000&val2_property=DG_SMo&color2=violet&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3003&val1_property=&color1=&id2_neuron=4087&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3003&val1_property=CA2_SR&color1=violet&id2_neuron=3000&val2_property=CA2_SR&color2=violet&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=3006&val1_property=CA2_SP&color1=violetSoma&id2_neuron=3000&val2_property=CA2_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,3,0.00%
/php/property_page_connectivity.php?id1_neuron=3007&val1_property=CA2_SP&color1=violetSoma&id2_neuron=3000&val2_property=CA2_SP&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=2&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=3008&val1_property=CA2_SR&color1=violet&id2_neuron=3000&val2_property=CA2_SR&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4003&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4036&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4078&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4080&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4023&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4036&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4036&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,4,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4038&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4039&val2_property=CA1_SO&color2=blueSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4081&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4099&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=EC_V&color1=red&id2_neuron=6025&val2_property=EC_V&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=EC_V&color1=red&id2_neuron=6085&val2_property=EC_V&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=EC_V&color1=red&id2_neuron=6086&val2_property=EC_V&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=EC_V&color1=red&id2_neuron=6095&val2_property=EC_V&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4004&val1_property=&color1=&id2_neuron=1027&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4004&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4098&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4006&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4006&val1_property=DG_SMo&color1=red&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4006&val1_property=DG_SMo&color1=red&id2_neuron=1001&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4011&val1_property=DG_SMo&color1=violet&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=&color1=&id2_neuron=4012&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=&color1=&id2_neuron=4020&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=&color1=&id2_neuron=4022&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=&color1=&id2_neuron=4098&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4012&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4015&val1_property=&color1=&id2_neuron=4015&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4015&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4020&val1_property=&color1=&id2_neuron=4069&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4020&val1_property=CA1_SO&color1=violet&id2_neuron=4022&val2_property=CA1_SO&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4021&val1_property=EC_II&color1=violetSoma&id2_neuron=4061&val2_property=EC_II&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4022&val1_property=&color1=&id2_neuron=4087&val2_property=&color2=&connection_type=&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA1_SLM&color1=red&id2_neuron=4000&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA1_SLM&color1=red&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4089&val2_property=CA1_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA3_SLM&color1=red&id2_neuron=2001&val2_property=CA3_SLM&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA3_SO&color1=red&id2_neuron=2009&val2_property=CA3_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=CA3_SO&color1=red&id2_neuron=2047&val2_property=CA3_SO&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=DG_H&color1=red&id2_neuron=1005&val2_property=DG_H&color2=blue&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4023&val1_property=DG_H&color1=red&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4033&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4000&val2_property=CA1_SO&color2=violet&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4035&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,2,0.00%
/php/property_page_connectivity.php?id1_neuron=4039&val1_property=CA1_SP&color1=redSoma&id2_neuron=4080&val2_property=CA1_SP&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4054&val1_property=CA1_SO&color1=red&id2_neuron=4081&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
/php/property_page_connectivity.php?id1_neuron=4055&val1_property=CA1_SO&color1=violetSoma&id2_neuron=4035&val2_property=CA1_SO&color2=violetSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=0&page=1,0,1,0.00%
